Product_ID,Product_Name,Category,Units_Sold,Revenue,Order_Date,Delivery_Date,Inventory_Level,Customer_ID,Season,Holiday,Location,Lead_Time,Supplier_Performance,Social_Media_Mentions,External_Events,Quality_Control,Price
SP001,Samsung Galaxy S21,Smartphone,5,3995,6/3/2018,6/6/2018,132,Cust_926,June,0,Ahmedabad,3,0.847077754,82,0,Fail,799
TV001,LG OLED TV,Tv,11,16489,6/4/2018,6/5/2018,80,Cust_670,June,1,Ahmedabad,1,0.866571885,46,1,Fail,1499
TV003,Sony BRAVIA OLED TV,Tv,3,5397,6/5/2018,6/7/2018,84,Cust_806,June,0,Pune,2,0.835374644,93,0,Pass,1799
SP001,Samsung Galaxy S21,Smartphone,7,5593,6/5/2018,6/6/2018,100,Cust_452,June,0,Bangalore,1,0.972107705,23,1,Fail,799
SP002,iPhone 12,Smartphone,3,2997,6/6/2018,6/10/2018,169,Cust_789,June,1,Ahmedabad,4,0.894814741,54,1,Pass,999
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,13,4537,6/7/2018,6/11/2018,160,Cust_913,June,0,Bangalore,4,0.820531782,4,1,Fail,349
LT001,Lenovo IdeaPad,Laptop,4,2796,6/7/2018,6/11/2018,181,Cust_891,June,0,Mumbai,4,0.840959691,19,0,Fail,699
SP001,Samsung Galaxy S21,Smartphone,12,9588,6/7/2018,6/9/2018,70,Cust_409,June,1,Pune,2,0.923796562,4,1,Fail,799
CAM003,Nikon DSLR Camera,Camera,2,1398,6/7/2018,6/10/2018,83,Cust_531,June,1,Chennai,3,0.997056526,59,0,Pass,699
SP003,OnePlus 9 Pro,Smartphone,17,15283,6/8/2018,6/12/2018,126,Cust_862,June,0,Chennai,4,0.871015397,93,1,Fail,899
LT002,Dell XPS,Laptop,17,22083,6/8/2018,6/9/2018,115,Cust_774,June,0,Pune,1,0.997084911,58,0,Fail,1299
TV001,LG OLED TV,Tv,19,28481,6/8/2018,6/9/2018,98,Cust_955,June,1,Bangalore,1,0.92550898,16,0,Pass,1499
TV001,LG OLED TV,Tv,14,20986,6/9/2018,6/13/2018,190,Cust_58,June,0,Chennai,4,0.926867242,47,0,Fail,1499
LT003,HP Spectre x360,Laptop,13,15587,6/9/2018,6/12/2018,113,Cust_585,June,0,Delhi,3,0.92841055,78,1,Pass,1199
SP001,Samsung Galaxy S21,Smartphone,15,11985,6/9/2018,6/10/2018,109,Cust_125,June,1,Mumbai,1,0.852057167,99,1,Pass,799
HP003,JBL Quantum Gaming Headset,Headphones,1,99,6/9/2018,6/11/2018,156,Cust_454,June,1,Chennai,2,0.900286742,55,0,Pass,99
CAM003,Nikon DSLR Camera,Camera,19,13281,6/9/2018,6/12/2018,124,Cust_934,June,0,Kolkata,3,0.842113261,39,0,Pass,699
LT002,Dell XPS,Laptop,11,14289,6/10/2018,6/12/2018,81,Cust_954,June,1,Hyderabad,2,0.916462776,41,0,Pass,1299
LT003,HP Spectre x360,Laptop,10,11990,6/11/2018,6/12/2018,106,Cust_209,June,1,Delhi,1,0.879202073,80,0,Fail,1199
TV001,LG OLED TV,Tv,9,13491,6/11/2018,6/15/2018,177,Cust_720,June,1,Bangalore,4,0.89067338,47,1,Pass,1499
SP001,Samsung Galaxy S21,Smartphone,13,10387,6/11/2018,6/12/2018,94,Cust_647,June,1,Hyderabad,1,0.959485548,24,0,Fail,799
TV001,LG OLED TV,Tv,5,7495,6/12/2018,6/16/2018,51,Cust_404,June,0,Delhi,4,0.877395697,18,0,Pass,1499
CAM003,Nikon DSLR Camera,Camera,8,5592,6/12/2018,6/14/2018,172,Cust_559,June,1,Hyderabad,2,0.908414127,8,1,Fail,699
CAM002,Sony Alpha Mirrorless Camera,Camera,17,16983,6/13/2018,6/14/2018,195,Cust_596,June,0,Pune,1,0.809936645,87,0,Pass,999
SP001,Samsung Galaxy S21,Smartphone,16,12784,6/13/2018,6/14/2018,184,Cust_713,June,0,Bangalore,1,0.865015032,81,0,Fail,799
HP001,boAt Rockerz,Headphones,11,649,6/14/2018,6/18/2018,124,Cust_405,June,1,Ahmedabad,4,0.930300348,69,0,Fail,59
LT003,HP Spectre x360,Laptop,9,10791,6/14/2018,6/18/2018,70,Cust_514,June,1,Mumbai,4,0.878723151,33,0,Pass,1199
SP002,iPhone 12,Smartphone,1,999,6/14/2018,6/15/2018,143,Cust_42,June,0,Delhi,1,0.847076949,75,1,Pass,999
CAM002,Sony Alpha Mirrorless Camera,Camera,15,14985,6/14/2018,6/16/2018,96,Cust_995,June,0,Bangalore,2,0.805768584,9,0,Fail,999
LT002,Dell XPS,Laptop,14,18186,6/15/2018,6/17/2018,100,Cust_522,June,0,Bangalore,2,0.922987549,84,1,Fail,1299
SP001,Samsung Galaxy S21,Smartphone,13,10387,6/15/2018,6/16/2018,128,Cust_785,June,1,Ahmedabad,1,0.891107727,17,1,Fail,799
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,4,1396,6/15/2018,6/18/2018,127,Cust_356,June,0,Bangalore,3,0.85331618,26,1,Pass,349
LT002,Dell XPS,Laptop,16,20784,6/16/2018,6/17/2018,92,Cust_645,June,0,Chennai,1,0.901748085,92,0,Pass,1299
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,16,5584,6/16/2018,6/17/2018,184,Cust_897,June,1,Delhi,1,0.80883364,66,0,Pass,349
TV003,Sony BRAVIA OLED TV,Tv,9,16191,6/16/2018,6/20/2018,190,Cust_734,June,0,Chennai,4,0.83482046,82,1,Fail,1799
HP003,JBL Quantum Gaming Headset,Headphones,3,297,6/17/2018,6/21/2018,78,Cust_625,June,1,Ahmedabad,4,0.951939538,16,1,Pass,99
LT002,Dell XPS,Laptop,8,10392,6/17/2018,6/21/2018,144,Cust_632,June,0,Pune,4,0.891868663,86,1,Pass,1299
CAM002,Sony Alpha Mirrorless Camera,Camera,17,16983,6/17/2018,6/20/2018,67,Cust_117,June,0,Kolkata,3,0.843177823,18,1,Fail,999
SP002,iPhone 12,Smartphone,17,16983,6/17/2018,6/19/2018,75,Cust_771,June,0,Ahmedabad,2,0.958782499,89,0,Pass,999
CAM001,Canon EOS Rebel DSLR Camera,Camera,8,6392,6/18/2018,6/21/2018,62,Cust_97,June,0,Pune,3,0.80447114,21,1,Fail,799
HP001,boAt Rockerz,Headphones,12,708,6/18/2018,6/21/2018,73,Cust_464,June,0,Chennai,3,0.855348644,62,0,Fail,59
TV002,Samsung QLED TV,Tv,10,19990,6/18/2018,6/22/2018,141,Cust_244,June,0,Kolkata,4,0.861993566,49,0,Fail,1999
SP002,iPhone 12,Smartphone,7,6993,6/19/2018,6/20/2018,131,Cust_888,June,1,Pune,1,0.829260037,31,1,Pass,999
HP001,boAt Rockerz,Headphones,14,826,6/19/2018,6/21/2018,118,Cust_678,June,0,Bangalore,2,0.994577074,20,1,Pass,59
LT001,Lenovo IdeaPad,Laptop,11,7689,6/19/2018,6/23/2018,186,Cust_119,June,0,Hyderabad,4,0.882909195,58,1,Pass,699
TV003,Sony BRAVIA OLED TV,Tv,18,32382,6/19/2018,6/20/2018,120,Cust_737,June,1,Ahmedabad,1,0.905397201,20,0,Fail,1799
CAM002,Sony Alpha Mirrorless Camera,Camera,19,18981,6/19/2018,6/21/2018,162,Cust_713,June,0,Pune,2,0.958354561,49,1,Pass,999
TV002,Samsung QLED TV,Tv,14,27986,6/20/2018,6/23/2018,146,Cust_61,June,0,Bangalore,3,0.873640048,27,0,Fail,1999
CAM003,Nikon DSLR Camera,Camera,5,3495,6/20/2018,6/24/2018,112,Cust_52,June,1,Pune,4,0.840789499,80,0,Pass,699
SP002,iPhone 12,Smartphone,17,16983,6/20/2018,6/21/2018,76,Cust_99,June,0,Hyderabad,1,0.972288413,88,0,Fail,999
LT003,HP Spectre x360,Laptop,6,7194,6/20/2018,6/23/2018,195,Cust_790,June,1,Delhi,3,0.8004183,75,0,Pass,1199
TV003,Sony BRAVIA OLED TV,Tv,8,14392,6/21/2018,6/23/2018,117,Cust_401,June,0,Delhi,2,0.947896896,64,1,Fail,1799
HP003,JBL Quantum Gaming Headset,Headphones,15,1485,6/21/2018,6/23/2018,150,Cust_295,June,0,Chennai,2,0.922340495,98,1,Fail,99
SP001,Samsung Galaxy S21,Smartphone,2,1598,6/21/2018,6/23/2018,56,Cust_449,June,0,Chennai,2,0.876362404,89,1,Fail,799
LT003,HP Spectre x360,Laptop,16,19184,6/21/2018,6/23/2018,171,Cust_903,June,0,Hyderabad,2,0.95474618,95,0,Pass,1199
HP001,boAt Rockerz,Headphones,10,590,6/22/2018,6/23/2018,107,Cust_246,June,0,Pune,1,0.85589419,45,0,Pass,59
SP003,OnePlus 9 Pro,Smartphone,19,17081,6/22/2018,6/26/2018,51,Cust_961,June,0,Mumbai,4,0.983867546,17,0,Pass,899
LT002,Dell XPS,Laptop,5,6495,6/23/2018,6/25/2018,98,Cust_130,June,1,Chennai,2,0.942309798,40,1,Fail,1299
HP001,boAt Rockerz,Headphones,15,885,6/24/2018,6/27/2018,117,Cust_388,June,0,Ahmedabad,3,0.875020091,21,1,Pass,59
CAM002,Sony Alpha Mirrorless Camera,Camera,9,8991,6/24/2018,6/28/2018,181,Cust_622,June,1,Hyderabad,4,0.929755867,97,0,Fail,999
LT002,Dell XPS,Laptop,12,15588,6/24/2018,6/26/2018,85,Cust_92,June,0,Kolkata,2,0.800379823,17,1,Pass,1299
CAM002,Sony Alpha Mirrorless Camera,Camera,18,17982,6/25/2018,6/28/2018,138,Cust_810,June,0,Ahmedabad,3,0.970093851,46,0,Pass,999
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,7,2443,6/25/2018,6/26/2018,131,Cust_725,June,0,Bangalore,1,0.933272627,76,1,Fail,349
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,1,349,6/26/2018,6/30/2018,71,Cust_13,June,1,Delhi,4,0.949773244,57,1,Fail,349
SP001,Samsung Galaxy S21,Smartphone,14,11186,6/26/2018,6/27/2018,196,Cust_382,June,1,Pune,1,0.9767852,92,0,Fail,799
TV002,Samsung QLED TV,Tv,1,1999,6/26/2018,6/30/2018,132,Cust_888,June,1,Ahmedabad,4,0.860491016,81,0,Fail,1999
LT003,HP Spectre x360,Laptop,7,8393,6/26/2018,6/29/2018,196,Cust_422,June,0,Hyderabad,3,0.940985762,82,0,Pass,1199
CAM001,Canon EOS Rebel DSLR Camera,Camera,13,10387,6/26/2018,6/28/2018,150,Cust_148,June,0,Pune,2,0.96067767,56,1,Pass,799
CAM002,Sony Alpha Mirrorless Camera,Camera,1,999,6/27/2018,6/28/2018,110,Cust_619,June,1,Ahmedabad,1,0.829915429,85,1,Pass,999
LT003,HP Spectre x360,Laptop,10,11990,6/27/2018,6/29/2018,81,Cust_392,June,1,Kolkata,2,0.923007948,77,0,Pass,1199
TV002,Samsung QLED TV,Tv,9,17991,6/27/2018,6/28/2018,74,Cust_485,June,0,Mumbai,1,0.919438564,80,0,Fail,1999
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,11,3839,6/27/2018,6/28/2018,174,Cust_849,June,1,Chennai,1,0.826714947,54,0,Fail,349
SP003,OnePlus 9 Pro,Smartphone,14,12586,6/27/2018,7/1/2018,82,Cust_700,June,0,Mumbai,4,0.911256464,32,1,Fail,899
CAM002,Sony Alpha Mirrorless Camera,Camera,2,1998,6/28/2018,6/30/2018,132,Cust_637,June,0,Bangalore,2,0.962885439,90,0,Fail,999
SP003,OnePlus 9 Pro,Smartphone,12,10788,6/28/2018,7/1/2018,125,Cust_309,June,0,Bangalore,3,0.804128247,30,1,Pass,899
LT001,Lenovo IdeaPad,Laptop,8,5592,6/28/2018,7/2/2018,153,Cust_655,June,0,Bangalore,4,0.94061527,20,1,Fail,699
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,15,5235,6/29/2018,7/2/2018,194,Cust_483,June,1,Ahmedabad,3,0.903562998,30,0,Pass,349
LT003,HP Spectre x360,Laptop,5,5995,6/29/2018,7/2/2018,56,Cust_414,June,0,Mumbai,3,0.901084219,97,0,Pass,1199
CAM002,Sony Alpha Mirrorless Camera,Camera,16,15984,6/29/2018,7/2/2018,169,Cust_716,June,0,Chennai,3,0.858887032,83,1,Pass,999
CAM001,Canon EOS Rebel DSLR Camera,Camera,14,11186,6/30/2018,7/3/2018,59,Cust_272,June,1,Bangalore,3,0.973880445,31,0,Pass,799
TV001,LG OLED TV,Tv,13,19487,6/30/2018,7/3/2018,140,Cust_599,June,0,Chennai,3,0.976141651,93,1,Fail,1499
CAM001,Canon EOS Rebel DSLR Camera,Camera,9,7191,7/1/2018,7/2/2018,53,Cust_547,July,1,Ahmedabad,1,0.947928525,71,1,Fail,799
TV002,Samsung QLED TV,Tv,18,35982,7/1/2018,7/3/2018,97,Cust_753,July,1,Mumbai,2,0.843983208,10,0,Fail,1999
TV002,Samsung QLED TV,Tv,14,27986,7/2/2018,7/5/2018,147,Cust_647,July,1,Bangalore,3,0.882820047,56,1,Pass,1999
LT002,Dell XPS,Laptop,5,6495,7/3/2018,7/4/2018,51,Cust_296,July,1,Pune,1,0.921568422,11,1,Fail,1299
CAM001,Canon EOS Rebel DSLR Camera,Camera,16,12784,7/4/2018,7/6/2018,117,Cust_851,July,0,Hyderabad,2,0.915709326,31,1,Fail,799
TV002,Samsung QLED TV,Tv,9,17991,7/4/2018,7/8/2018,145,Cust_775,July,1,Pune,4,0.904571548,18,0,Pass,1999
LT002,Dell XPS,Laptop,16,20784,7/4/2018,7/7/2018,185,Cust_326,July,0,Chennai,3,0.99730142,64,1,Fail,1299
LT001,Lenovo IdeaPad,Laptop,18,12582,7/5/2018,7/7/2018,60,Cust_247,July,0,Mumbai,2,0.973842706,82,1,Pass,699
TV001,LG OLED TV,Tv,11,16489,7/5/2018,7/8/2018,103,Cust_869,July,1,Hyderabad,3,0.970511157,92,1,Fail,1499
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,3,1047,7/6/2018,7/10/2018,95,Cust_374,July,0,Pune,4,0.817993044,53,1,Fail,349
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,15,5235,7/7/2018,7/8/2018,151,Cust_947,July,0,Bangalore,1,0.989876853,23,0,Pass,349
LT003,HP Spectre x360,Laptop,14,16786,7/8/2018,7/11/2018,113,Cust_545,July,1,Delhi,3,0.921303173,24,1,Fail,1199
CAM003,Nikon DSLR Camera,Camera,6,4194,7/8/2018,7/10/2018,83,Cust_846,July,0,Hyderabad,2,0.885777604,82,1,Pass,699
HP001,boAt Rockerz,Headphones,16,944,7/8/2018,7/11/2018,173,Cust_165,July,0,Delhi,3,0.993508103,19,1,Pass,59
TV003,Sony BRAVIA OLED TV,Tv,12,21588,7/9/2018,7/13/2018,83,Cust_352,July,1,Bangalore,4,0.901683122,70,0,Pass,1799
CAM003,Nikon DSLR Camera,Camera,16,11184,7/9/2018,7/13/2018,77,Cust_251,July,1,Bangalore,4,0.989930058,46,1,Pass,699
SP002,iPhone 12,Smartphone,3,2997,7/9/2018,7/11/2018,157,Cust_588,July,1,Pune,2,0.915607232,17,0,Fail,999
LT002,Dell XPS,Laptop,8,10392,7/9/2018,7/10/2018,120,Cust_686,July,0,Delhi,1,0.808497717,88,0,Fail,1299
LT003,HP Spectre x360,Laptop,5,5995,7/10/2018,7/13/2018,114,Cust_667,July,1,Chennai,3,0.926999127,66,0,Pass,1199
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,16,5584,7/10/2018,7/14/2018,133,Cust_547,July,0,Delhi,4,0.854318548,8,0,Pass,349
TV001,LG OLED TV,Tv,1,1499,7/10/2018,7/13/2018,50,Cust_423,July,1,Mumbai,3,0.818137144,31,1,Fail,1499
SP002,iPhone 12,Smartphone,4,3996,7/10/2018,7/13/2018,83,Cust_205,July,0,Bangalore,3,0.995523083,89,0,Pass,999
CAM002,Sony Alpha Mirrorless Camera,Camera,17,16983,7/10/2018,7/14/2018,165,Cust_889,July,0,Hyderabad,4,0.881150248,16,1,Pass,999
TV003,Sony BRAVIA OLED TV,Tv,19,34181,7/11/2018,7/13/2018,134,Cust_829,July,1,Delhi,2,0.856521138,74,0,Fail,1799
HP001,boAt Rockerz,Headphones,13,767,7/11/2018,7/13/2018,72,Cust_436,July,0,Bangalore,2,0.968939297,44,1,Fail,59
CAM002,Sony Alpha Mirrorless Camera,Camera,15,14985,7/11/2018,7/14/2018,159,Cust_632,July,0,Bangalore,3,0.926971402,20,1,Pass,999
LT001,Lenovo IdeaPad,Laptop,17,11883,7/11/2018,7/12/2018,67,Cust_658,July,1,Hyderabad,1,0.854471711,59,1,Fail,699
LT002,Dell XPS,Laptop,4,5196,7/12/2018,7/14/2018,125,Cust_12,July,1,Chennai,2,0.907684614,1,1,Pass,1299
TV002,Samsung QLED TV,Tv,16,31984,7/12/2018,7/13/2018,80,Cust_204,July,0,Chennai,1,0.84745719,41,0,Fail,1999
CAM002,Sony Alpha Mirrorless Camera,Camera,17,16983,7/12/2018,7/15/2018,58,Cust_608,July,1,Delhi,3,0.817174437,95,0,Fail,999
SP001,Samsung Galaxy S21,Smartphone,7,5593,7/12/2018,7/16/2018,96,Cust_318,July,0,Delhi,4,0.816989567,26,0,Fail,799
TV003,Sony BRAVIA OLED TV,Tv,14,25186,7/13/2018,7/16/2018,152,Cust_637,July,0,Mumbai,3,0.922432224,60,1,Fail,1799
HP003,JBL Quantum Gaming Headset,Headphones,6,594,7/13/2018,7/17/2018,177,Cust_495,July,1,Mumbai,4,0.937913342,24,0,Fail,99
CAM003,Nikon DSLR Camera,Camera,19,13281,7/13/2018,7/14/2018,168,Cust_664,July,0,Bangalore,1,0.871499035,90,1,Fail,699
CAM003,Nikon DSLR Camera,Camera,19,13281,7/14/2018,7/16/2018,183,Cust_926,July,1,Ahmedabad,2,0.832201691,97,1,Pass,699
TV001,LG OLED TV,Tv,17,25483,7/14/2018,7/18/2018,157,Cust_232,July,0,Chennai,4,0.931153349,4,1,Fail,1499
LT001,Lenovo IdeaPad,Laptop,6,4194,7/14/2018,7/17/2018,61,Cust_874,July,0,Chennai,3,0.975541577,47,1,Pass,699
SP003,OnePlus 9 Pro,Smartphone,12,10788,7/14/2018,7/17/2018,71,Cust_863,July,1,Mumbai,3,0.908761352,96,0,Pass,899
SP003,OnePlus 9 Pro,Smartphone,4,3596,7/15/2018,7/16/2018,114,Cust_337,July,1,Ahmedabad,1,0.920285244,86,1,Fail,899
LT003,HP Spectre x360,Laptop,19,22781,7/15/2018,7/16/2018,71,Cust_202,July,1,Kolkata,1,0.985461145,82,1,Fail,1199
SP001,Samsung Galaxy S21,Smartphone,11,8789,7/16/2018,7/18/2018,93,Cust_441,July,1,Chennai,2,0.980477046,53,0,Fail,799
CAM001,Canon EOS Rebel DSLR Camera,Camera,10,7990,7/16/2018,7/19/2018,157,Cust_517,July,0,Hyderabad,3,0.848891167,34,1,Fail,799
LT002,Dell XPS,Laptop,18,23382,7/17/2018,7/20/2018,65,Cust_429,July,1,Mumbai,3,0.981244322,48,1,Fail,1299
TV001,LG OLED TV,Tv,16,23984,7/17/2018,7/19/2018,80,Cust_804,July,1,Pune,2,0.856263304,28,0,Pass,1499
SP001,Samsung Galaxy S21,Smartphone,6,4794,7/18/2018,7/20/2018,62,Cust_314,July,0,Hyderabad,2,0.85663243,82,0,Fail,799
TV003,Sony BRAVIA OLED TV,Tv,8,14392,7/18/2018,7/21/2018,148,Cust_614,July,1,Pune,3,0.839111069,52,1,Fail,1799
HP003,JBL Quantum Gaming Headset,Headphones,5,495,7/18/2018,7/20/2018,186,Cust_468,July,0,Bangalore,2,0.888181068,95,0,Pass,99
LT002,Dell XPS,Laptop,8,10392,7/18/2018,7/20/2018,108,Cust_261,July,0,Delhi,2,0.845140312,36,0,Pass,1299
CAM002,Sony Alpha Mirrorless Camera,Camera,18,17982,7/18/2018,7/21/2018,75,Cust_997,July,1,Bangalore,3,0.879719074,32,0,Pass,999
HP003,JBL Quantum Gaming Headset,Headphones,9,891,7/19/2018,7/21/2018,114,Cust_707,July,1,Mumbai,2,0.873083926,28,0,Pass,99
SP001,Samsung Galaxy S21,Smartphone,6,4794,7/19/2018,7/21/2018,177,Cust_319,July,0,Bangalore,2,0.921077582,61,0,Pass,799
LT003,HP Spectre x360,Laptop,15,17985,7/19/2018,7/21/2018,132,Cust_71,July,0,Chennai,2,0.801018473,2,0,Pass,1199
TV001,LG OLED TV,Tv,14,20986,7/19/2018,7/22/2018,106,Cust_907,July,1,Kolkata,3,0.952369777,81,1,Pass,1499
CAM001,Canon EOS Rebel DSLR Camera,Camera,11,8789,7/20/2018,7/23/2018,141,Cust_371,July,0,Bangalore,3,0.988218451,63,1,Fail,799
HP001,boAt Rockerz,Headphones,12,708,7/21/2018,7/22/2018,148,Cust_742,July,0,Ahmedabad,1,0.870234243,27,1,Fail,59
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,2,698,7/22/2018,7/24/2018,109,Cust_116,July,1,Mumbai,2,0.89875087,48,1,Pass,349
CAM002,Sony Alpha Mirrorless Camera,Camera,16,15984,7/22/2018,7/25/2018,153,Cust_119,July,0,Chennai,3,0.852349728,6,0,Fail,999
TV003,Sony BRAVIA OLED TV,Tv,2,3598,7/22/2018,7/26/2018,110,Cust_883,July,0,Bangalore,4,0.896311166,34,0,Pass,1799
LT002,Dell XPS,Laptop,5,6495,7/22/2018,7/26/2018,189,Cust_649,July,1,Ahmedabad,4,0.820261886,19,1,Pass,1299
TV002,Samsung QLED TV,Tv,8,15992,7/23/2018,7/25/2018,198,Cust_936,July,1,Delhi,2,0.873656501,17,1,Fail,1999
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,12,4188,7/23/2018,7/26/2018,168,Cust_283,July,0,Chennai,3,0.911453754,56,1,Pass,349
SP003,OnePlus 9 Pro,Smartphone,12,10788,7/23/2018,7/24/2018,95,Cust_102,July,1,Kolkata,1,0.804334745,47,0,Pass,899
CAM003,Nikon DSLR Camera,Camera,19,13281,7/23/2018,7/24/2018,158,Cust_944,July,1,Delhi,1,0.828614973,32,1,Pass,699
LT001,Lenovo IdeaPad,Laptop,3,2097,7/23/2018,7/27/2018,118,Cust_298,July,1,Hyderabad,4,0.946968058,40,1,Pass,699
LT002,Dell XPS,Laptop,8,10392,7/24/2018,7/28/2018,184,Cust_942,July,1,Delhi,4,0.826235721,18,0,Fail,1299
TV001,LG OLED TV,Tv,2,2998,7/24/2018,7/28/2018,68,Cust_606,July,1,Bangalore,4,0.991955967,29,0,Fail,1499
CAM001,Canon EOS Rebel DSLR Camera,Camera,14,11186,7/24/2018,7/25/2018,116,Cust_541,July,0,Delhi,1,0.91900537,56,0,Pass,799
SP003,OnePlus 9 Pro,Smartphone,11,9889,7/24/2018,7/27/2018,113,Cust_890,July,0,Chennai,3,0.803415056,71,0,Pass,899
TV001,LG OLED TV,Tv,13,19487,7/25/2018,7/27/2018,137,Cust_291,July,0,Delhi,2,0.991185982,64,1,Pass,1499
HP001,boAt Rockerz,Headphones,18,1062,7/25/2018,7/27/2018,160,Cust_794,July,1,Pune,2,0.800940049,88,1,Pass,59
CAM003,Nikon DSLR Camera,Camera,13,9087,7/25/2018,7/26/2018,110,Cust_601,July,0,Delhi,1,0.911013551,74,1,Fail,699
HP003,JBL Quantum Gaming Headset,Headphones,6,594,7/26/2018,7/29/2018,139,Cust_460,July,0,Chennai,3,0.966444318,55,0,Fail,99
LT001,Lenovo IdeaPad,Laptop,12,8388,7/26/2018,7/30/2018,100,Cust_976,July,0,Hyderabad,4,0.81253889,81,1,Pass,699
CAM002,Sony Alpha Mirrorless Camera,Camera,7,6993,7/27/2018,7/31/2018,73,Cust_831,July,1,Ahmedabad,4,0.868662275,54,1,Pass,999
SP001,Samsung Galaxy S21,Smartphone,3,2397,7/27/2018,7/28/2018,115,Cust_895,July,0,Bangalore,1,0.924029412,16,1,Pass,799
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,9,3141,7/27/2018,7/31/2018,172,Cust_445,July,0,Hyderabad,4,0.805766967,7,0,Pass,349
LT001,Lenovo IdeaPad,Laptop,18,12582,7/28/2018,7/30/2018,181,Cust_334,July,0,Hyderabad,2,0.911078161,32,1,Pass,699
CAM002,Sony Alpha Mirrorless Camera,Camera,2,1998,7/28/2018,7/29/2018,145,Cust_676,July,1,Hyderabad,1,0.934843956,76,0,Pass,999
HP003,JBL Quantum Gaming Headset,Headphones,16,1584,7/28/2018,7/30/2018,89,Cust_444,July,0,Delhi,2,0.945153598,6,0,Pass,99
TV001,LG OLED TV,Tv,17,25483,7/29/2018,7/30/2018,59,Cust_334,July,1,Mumbai,1,0.856572994,8,0,Fail,1499
LT001,Lenovo IdeaPad,Laptop,3,2097,7/29/2018,8/1/2018,180,Cust_900,July,1,Delhi,3,0.91402482,31,0,Fail,699
LT002,Dell XPS,Laptop,18,23382,7/30/2018,8/2/2018,169,Cust_936,July,1,Hyderabad,3,0.822440667,89,0,Pass,1299
TV002,Samsung QLED TV,Tv,4,7996,7/30/2018,7/31/2018,193,Cust_45,July,1,Hyderabad,1,0.89298341,81,0,Pass,1999
LT002,Dell XPS,Laptop,4,5196,7/31/2018,8/2/2018,76,Cust_903,July,0,Bangalore,2,0.963398532,10,0,Fail,1299
TV002,Samsung QLED TV,Tv,16,31984,7/31/2018,8/3/2018,125,Cust_554,July,0,Chennai,3,0.892624244,0,0,Pass,1999
CAM003,Nikon DSLR Camera,Camera,8,5592,7/31/2018,8/4/2018,185,Cust_475,July,1,Delhi,4,0.882394652,35,0,Fail,699
TV002,Samsung QLED TV,Tv,19,37981,8/1/2018,8/2/2018,55,Cust_140,August,0,Ahmedabad,1,0.829206143,71,0,Fail,1999
SP003,OnePlus 9 Pro,Smartphone,19,17081,8/1/2018,8/5/2018,152,Cust_471,August,0,Chennai,4,0.882600626,91,1,Pass,899
CAM001,Canon EOS Rebel DSLR Camera,Camera,2,1598,8/2/2018,8/5/2018,198,Cust_837,August,1,Pune,3,0.839471441,90,0,Fail,799
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,11,3839,8/2/2018,8/6/2018,154,Cust_881,August,0,Kolkata,4,0.85380813,7,1,Fail,349
SP003,OnePlus 9 Pro,Smartphone,3,2697,8/2/2018,8/6/2018,69,Cust_85,August,0,Ahmedabad,4,0.84085556,19,0,Pass,899
TV002,Samsung QLED TV,Tv,13,25987,8/2/2018,8/3/2018,82,Cust_200,August,1,Kolkata,1,0.839297148,46,1,Pass,1999
LT001,Lenovo IdeaPad,Laptop,9,6291,8/3/2018,8/4/2018,160,Cust_31,August,1,Pune,1,0.830820627,40,0,Pass,699
TV001,LG OLED TV,Tv,19,28481,8/3/2018,8/7/2018,124,Cust_746,August,0,Hyderabad,4,0.988188382,93,1,Pass,1499
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,3,1047,8/3/2018,8/6/2018,148,Cust_516,August,0,Pune,3,0.907258782,42,1,Pass,349
CAM002,Sony Alpha Mirrorless Camera,Camera,2,1998,8/4/2018,8/8/2018,176,Cust_636,August,0,Kolkata,4,0.803969863,25,1,Fail,999
LT002,Dell XPS,Laptop,18,23382,8/5/2018,8/7/2018,198,Cust_332,August,1,Pune,2,0.889496909,45,1,Pass,1299
TV003,Sony BRAVIA OLED TV,Tv,10,17990,8/5/2018,8/9/2018,136,Cust_188,August,1,Mumbai,4,0.988793953,21,0,Fail,1799
SP001,Samsung Galaxy S21,Smartphone,9,7191,8/6/2018,8/7/2018,170,Cust_801,August,1,Pune,1,0.969871387,28,0,Pass,799
TV002,Samsung QLED TV,Tv,7,13993,8/6/2018,8/10/2018,165,Cust_741,August,1,Pune,4,0.999606173,32,1,Fail,1999
